index,station_origin,station_destination,flows,population,jobs,distance
26820,Hornchurch,Whitechapel,82,1708,17633,20770.83559
26821,Hornchurch,Wimbledon,3,1708,6295,41056.90704
26822,Hornchurch,Wood Green,0,1708,2146,30651.77977
26823,Hornchurch,Wood Lane,0,1708,1578,34396.1331
26824,Hornchurch,Woodford,0,1708,706,25970.07368
26825,Hounslow Central,Acton Town,57,2213,2202,7785.729997
26826,Hounslow Central,Aldgate,5,2213,7782,24729.78181
26827,Hounslow Central,Aldgate East,11,2213,7932,24971.829
26828,Hounslow Central,Alperton,32,2213,741,12758.81794
26829,Hounslow Central,Angel,11,2213,8103,23549.70265
26830,Hounslow Central,Archway,0,2213,2193,26003.35569
26831,Hounslow Central,Arnos Grove,0,2213,748,33687.12259
26832,Hounslow Central,Arsenal,1,2213,315,25686.09088
26833,Hounslow Central,Baker Street,13,2213,14973,19883.12559
26834,Hounslow Central,Bank and Monument,53,2213,78549,23292.86457
26835,Hounslow Central,Barbican,12,2213,9134,24688.29232
26836,Hounslow Central,Barking,1,2213,7004,36864.00214
26837,Hounslow Central,Barons Court,26,2213,2956,13056.26102
26838,Hounslow Central,Bayswater,1,2213,615,17572.61298
26839,Hounslow Central,Belsize Park,1,2213,2255,24999.13101
26840,Hounslow Central,Bermondsey,3,2213,3172,24592.51268
26841,Hounslow Central,Bethnal Green,1,2213,4660,26542.65926
26842,Hounslow Central,Blackfriars,12,2213,10849,22123.57214
26843,Hounslow Central,Blackhorse Road,0,2213,2955,32432.47686
26844,Hounslow Central,Bond Street,25,2213,20967,20036.0843
26845,Hounslow Central,Boston Manor,45,2213,892,4273.993347
26846,Hounslow Central,Bounds Green,0,2213,778,32332.8801
26847,Hounslow Central,Bow Road,1,2213,1193,28669.5318
26848,Hounslow Central,Brixton,4,2213,5084,23880.29482
26849,Hounslow Central,Burnt Oak,0,2213,649,34670.49189
26850,Hounslow Central,Caledonian Road,6,2213,1803,24404.0843
26851,Hounslow Central,Camden Town,6,2213,6348,22967.25292
26852,Hounslow Central,Canada Water,10,2213,20443,25582.0296
26853,Hounslow Central,Canary Wharf,39,2213,58772,28183.89588
26854,Hounslow Central,Canning Town,11,2213,15428,30728.08448
26855,Hounslow Central,Cannon Street,6,2213,4698,23032.01514
26856,Hounslow Central,Chalk Farm,0,2213,1329,23961.03007
26857,Hounslow Central,Chancery Lane,28,2213,15391,21603.44506
26858,Hounslow Central,Charing Cross,1,2213,7016,20236.60652
26859,Hounslow Central,Chiswick Park,14,2213,1517,9060.674804
26860,Hounslow Central,Clapham Common,1,2213,2020,23888.61665
26861,Hounslow Central,Cockfosters,1,2213,262,38875.89437
26862,Hounslow Central,Colindale,2,2213,2081,33364.06985
26863,Hounslow Central,Covent Garden,21,2213,4355,20405.02078
26864,Hounslow Central,Dagenham East,0,2213,649,42865.88309
26865,Hounslow Central,Dagenham Heathway,0,2213,1108,41586.6553
26866,Hounslow Central,Dollis Hill,0,2213,847,24460.41054
26867,Hounslow Central,Ealing Broadway,7,2213,4846,10377.64991
26868,Hounslow Central,Ealing Common,2,2213,915,8812.352826
26869,Hounslow Central,Earl's Court,89,2213,6613,14561.05909
26870,Hounslow Central,East Acton,0,2213,1505,14986.56617
26871,Hounslow Central,East Finchley,1,2213,1253,29342.58114
26872,Hounslow Central,East Ham,1,2213,2062,34441.70721
26873,Hounslow Central,East Putney,4,2213,1877,18826.57643
26874,Hounslow Central,Eastcote,0,2213,364,21146.60858
26875,Hounslow Central,Edgware,0,2213,772,36188.62157
26876,Hounslow Central,Edgware Road,10,2213,6868,18848.28522
26877,Hounslow Central,Elephant & Castle,5,2213,6427,22319.31947
26878,Hounslow Central,Elm Park,0,2213,269,45161.67145
26879,Hounslow Central,Embankment,3,2213,10220,20576.93734
26880,Hounslow Central,Euston,12,2213,16800,21593.65411
26881,Hounslow Central,Euston Square,1,2213,8093,21329.90525
26882,Hounslow Central,Fairlop,0,2213,182,43590.63626
26883,Hounslow Central,Farringdon,13,2213,25592,24227.38237
26884,Hounslow Central,Finchley Central,4,2213,1921,31713.13769
26885,Hounslow Central,Finchley Road,1,2213,3417,21769.35615
26886,Hounslow Central,Finsbury Park,6,2213,6769,26458.84357
26887,Hounslow Central,Fulham Broadway,17,2213,4200,16071.21016
26888,Hounslow Central,Gants Hill,0,2213,601,38933.59488
26889,Hounslow Central,Gloucester Road,26,2213,5194,15471.1803
26890,Hounslow Central,Golders Green,0,2213,1871,28562.86002
26891,Hounslow Central,Goldhawk Road,3,2213,370,13168.01827
26892,Hounslow Central,Goodge Street,9,2213,6457,21269.90222
26893,Hounslow Central,Great Portland Street,3,2213,6936,20709.94504
26894,Hounslow Central,Green Park,35,2213,26754,18887.17199
26895,Hounslow Central,Greenford,0,2213,1157,20086.66054
26896,Hounslow Central,Gunnersbury,0,2213,4775,11555.59022
26897,Hounslow Central,Hainault,0,2213,356,44469.31983
26898,Hounslow Central,Hammersmith,186,2213,18250,12162.42894
26899,Hounslow Central,Hampstead,1,2213,2010,26177.13411
26900,Hounslow Central,Harrow-on-the-Hill,1,2213,3019,21933.23533
26901,Hounslow Central,Hatton Cross,129,2213,1219,4282.557353
26902,Hounslow Central,Heathrow Terminal 4,11,2213,693,6158.890047
26903,Hounslow Central,Heathrow Terminal 5,34,2213,975,9150.586775
26904,Hounslow Central,Heathrow Terminals 2 & 3,66,2213,2406,6695.308299
26905,Hounslow Central,Hendon Central,3,2213,1878,31211.55647
26906,Hounslow Central,High Barnet,0,2213,953,37966.13518
26907,Hounslow Central,High Street Kensington,16,2213,5427,15861.9192
26908,Hounslow Central,Highbury & Islington,7,2213,25385,24951.23694
26909,Hounslow Central,Highgate,0,2213,856,27593.56048
26910,Hounslow Central,Hillingdon,0,2213,318,25861.82579
26911,Hounslow Central,Holborn,68,2213,22346,21037.96135
26912,Hounslow Central,Holland Park,0,2213,2063,17522.2982
26913,Hounslow Central,Holloway Road,5,2213,1696,25019.38174
26914,Hounslow Central,Hornchurch,0,2213,451,46705.99866
26915,Hounslow Central,Hounslow East,2,2213,843,745.6843834
26916,Hounslow Central,Hounslow West,3,2213,401,1479.083692
26917,Hounslow Central,Hyde Park Corner,25,2213,2410,18107.28269
26918,Hounslow Central,Ickenham,0,2213,282,24737.3886
26919,Hounslow Central,Kennington,0,2213,1161,22510.10865
26920,Hounslow Central,Kensington,0,2213,2252,16107.75026
26921,Hounslow Central,Kentish Town,1,2213,3404,24245.21857
26922,Hounslow Central,Kew Gardens,0,2213,792,13335.87114
26923,Hounslow Central,Kilburn,0,2213,1953,22029.24323
26924,Hounslow Central,Kilburn Park,2,2213,823,20337.12799
26925,Hounslow Central,King's Cross St. Pancras,44,2213,33330,22369.38393
26926,Hounslow Central,Kingsbury,0,2213,1018,29306.00771
26927,Hounslow Central,Knightsbridge,38,2213,6821,17523.3291
26928,Hounslow Central,Ladbroke Grove,8,2213,2131,15347.01326
26929,Hounslow Central,Lambeth North,1,2213,1319,21323.59919
26930,Hounslow Central,Latimer Road,5,2213,1109,14687.43273
26931,Hounslow Central,Leicester Square,23,2213,8847,20039.48948
26932,Hounslow Central,Leyton,0,2213,1447,32964.17145
26933,Hounslow Central,Leytonstone,1,2213,1844,34628.01501
26934,Hounslow Central,Liverpool Street,45,2213,61122,24134.36726
26935,Hounslow Central,London Bridge,37,2213,29930,22504.68614
26936,Hounslow Central,Maida Vale,2,2213,949,19779.89246
26937,Hounslow Central,Manor House,3,2213,1311,27574.9572
26938,Hounslow Central,Mansion House,11,2213,7815,22783.83643
26939,Hounslow Central,Marble Arch,2,2213,6145,19537.63947
26940,Hounslow Central,Marylebone,2,2213,4250,19451.16857
26941,Hounslow Central,Mile End,7,2213,3759,28044.59963
26942,Hounslow Central,Mill Hill East,0,2213,681,33235.34013
26943,Hounslow Central,Moorgate,19,2213,24574,24069.69403
26944,Hounslow Central,Morden,0,2213,1447,32255.83048
26945,Hounslow Central,Mornington Crescent,4,2213,2927,22377.04271
26946,Hounslow Central,Neasden,0,2213,732,25245.99356
26947,Hounslow Central,Newbury Park,0,2213,559,41291.352
26948,Hounslow Central,North Acton,6,2213,3168,13806.04685
26949,Hounslow Central,North Ealing,4,2213,332,9736.76128
26950,Hounslow Central,North Greenwich,8,2213,6276,30013.67917
26951,Hounslow Central,Northfields,37,2213,864,5204.845492
26952,Hounslow Central,Northwick Park,0,2213,1713,23236.36719
26953,Hounslow Central,Northwood Hills,0,2213,488,27589.26805
26954,Hounslow Central,Notting Hill Gate,9,2213,5490,16822.56473
26955,Hounslow Central,Oakwood,0,2213,423,37531.91603
26956,Hounslow Central,Old Street,27,2213,15897,24923.21375
26957,Hounslow Central,Osterley,23,2213,521,1713.179056
26958,Hounslow Central,Oval,0,2213,2544,23425.26633
26959,Hounslow Central,Oxford Circus,19,2213,44368,19897.73846
26960,Hounslow Central,Paddington,27,2213,20198,18059.65395
26961,Hounslow Central,Park Royal,19,2213,1552,10836.41973
26962,Hounslow Central,Parsons Green,6,2213,2711,16773.54849
26963,Hounslow Central,Perivale,1,2213,532,18490.22541
26964,Hounslow Central,Piccadilly Circus,43,2213,13641,19664.79808
26965,Hounslow Central,Pimlico,4,2213,5585,19961.37332
26966,Hounslow Central,Plaistow,0,2213,1049,31820.38274
26967,Hounslow Central,Putney Bridge,2,2213,2494,17768.01084
26968,Hounslow Central,Queensbury,1,2213,439,30552.00294
26969,Hounslow Central,Ravenscourt Park,5,2213,1895,11327.85098
26970,Hounslow Central,Rayners Lane,1,2213,426,19327.2542
26971,Hounslow Central,Regent's Park,4,2213,3364,20678.66564
26972,Hounslow Central,Richmond,7,2213,5397,15504.0344
26973,Hounslow Central,Royal Oak,11,2213,856,17122.35743
26974,Hounslow Central,Ruislip,2,2213,257,22951.73361
26975,Hounslow Central,Ruislip Manor,2,2213,408,22272.84763
26976,Hounslow Central,Russell Square,22,2213,5172,21744.39567
26977,Hounslow Central,Seven Sisters,2,2213,10191,29864.73196
26978,Hounslow Central,Shepherd's Bush,0,2213,9890,17106.4804
26979,Hounslow Central,Shepherd's Bush Market,5,2213,416,13607.30769
26980,Hounslow Central,Sloane Square,12,2213,8229,17395.73615
26981,Hounslow Central,South Ealing,27,2213,670,5657.790783
26982,Hounslow Central,South Harrow,4,2213,387,17521.6975
26983,Hounslow Central,South Kensington,39,2213,15325,16222.51378
26984,Hounslow Central,Southfields,2,2213,1351,20457.46452
26985,Hounslow Central,Southgate,0,2213,874,35666.27117
26986,Hounslow Central,Southwark,14,2213,10326,21406.33706
26987,Hounslow Central,St. James's Park,28,2213,13339,19338.80076
26988,Hounslow Central,St. John's Wood,5,2213,3982,22022.05568
26989,Hounslow Central,St. Paul's,36,2213,13446,22698.59626
26990,Hounslow Central,Stamford Brook,6,2213,784,10618.56143
26991,Hounslow Central,Stanmore,0,2213,983,33664.97976
26992,Hounslow Central,Stepney Green,1,2213,1879,27015.32725
26993,Hounslow Central,Stockwell,0,2213,1623,22293.55728
26994,Hounslow Central,Stratford,15,2213,55954,30832.82853
26995,Hounslow Central,Sudbury Hill,2,2213,277,16036.23184
26996,Hounslow Central,Sudbury Town,3,2213,218,14419.17522
26997,Hounslow Central,Swiss Cottage,2,2213,2598,22414.70889
26998,Hounslow Central,Temple,3,2213,6780,21371.53134
26999,Hounslow Central,Tooting Bec,1,2213,1239,27288.73491
27000,Hounslow Central,Tooting Broadway,2,2213,4506,28363.69635
27001,Hounslow Central,Tottenham Court Road,5,2213,19126,20625.42985
27002,Hounslow Central,Tottenham Hale,5,2213,3239,31018.27113
27003,Hounslow Central,Totteridge & Whetstone,1,2213,287,35373.50468
27004,Hounslow Central,Tower Hill,18,2213,8286,24132.59502
27005,Hounslow Central,Tufnell Park,1,2213,557,25009.81957
27006,Hounslow Central,Turnham Green,4,2213,1515,10008.27222
27007,Hounslow Central,Turnpike Lane,1,2213,992,29896.61656
27008,Hounslow Central,Upton Park,1,2213,1642,33141.46139
27009,Hounslow Central,Uxbridge,2,2213,4316,28006.22092
27010,Hounslow Central,Vauxhall,4,2213,16242,20786.70157
27011,Hounslow Central,Victoria,17,2213,33251,18561.49517
27012,Hounslow Central,Walthamstow Central,1,2213,5271,33991.5406
27013,Hounslow Central,Warren Street,19,2213,17309,21047.45291
27014,Hounslow Central,Waterloo,7,2213,23466,20749.91013
27015,Hounslow Central,Watford,0,2213,961,36359.26523
27016,Hounslow Central,Wembley Central,0,2213,1327,21147.70292
27017,Hounslow Central,Wembley Park,1,2213,5759,26389.23615
27018,Hounslow Central,West Acton,0,2213,488,11994.55208
27019,Hounslow Central,West Brompton,16,2213,5859,15128.44828
27020,Hounslow Central,West Ham,1,2213,5487,30890.54725
27021,Hounslow Central,West Hampstead,0,2213,5856,21013.62163
27022,Hounslow Central,West Kensington,5,2213,1345,13619.93717
27023,Hounslow Central,Westbourne Park,5,2213,1347,16152.95319
27024,Hounslow Central,Westminster,13,2213,15466,19899.5501
27025,Hounslow Central,Whitechapel,5,2213,17633,25935.16307
27026,Hounslow Central,Willesden Green,0,2213,830,23214.30116
27027,Hounslow Central,Wimbledon,24,2213,6295,23473.02656
27028,Hounslow Central,Wimbledon Park,2,2213,596,21817.11429
27029,Hounslow Central,Wood Green,2,2213,2146,30827.44218
27030,Hounslow Central,Wood Lane,26,2213,1578,14133.57065
27031,Hounslow Central,Woodford,0,2213,706,39313.94128
27032,Hounslow Central,Woodside Park,3,2213,745,33896.40298
27033,Hounslow East,Acton Town,89,2173,2202,7040.045614
27034,Hounslow East,Aldgate,2,2173,7782,23984.09743
27035,Hounslow East,Aldgate East,15,2173,7932,24226.14462
27036,Hounslow East,Alperton,36,2173,741,12013.13356
27037,Hounslow East,Angel,11,2173,8103,22804.01827
27038,Hounslow East,Archway,1,2173,2193,25257.6713
27039,Hounslow East,Arnos Grove,0,2173,748,32941.4382
27040,Hounslow East,Arsenal,0,2173,315,24940.4065
27041,Hounslow East,Baker Street,12,2173,14973,19137.44121
27042,Hounslow East,Bank and Monument,34,2173,78549,22547.18019
27043,Hounslow East,Barbican,7,2173,9134,23942.60793
27044,Hounslow East,Barking,4,2173,7004,36118.31776
27045,Hounslow East,Barons Court,33,2173,2956,12310.57664
27046,Hounslow East,Bayswater,2,2173,615,16826.92859
27047,Hounslow East,Becontree,0,2173,456,39412.77014
27048,Hounslow East,Belsize Park,0,2173,2255,24253.44663
27049,Hounslow East,Bermondsey,2,2173,3172,23846.8283
27050,Hounslow East,Bethnal Green,2,2173,4660,25796.97488
27051,Hounslow East,Blackfriars,11,2173,10849,21377.88775
27052,Hounslow East,Blackhorse Road,1,2173,2955,31686.79248
27053,Hounslow East,Bond Street,16,2173,20967,19290.39992
27054,Hounslow East,Borough,0,2173,3254,22273.59563
27055,Hounslow East,Boston Manor,51,2173,892,3528.308964
27056,Hounslow East,Bounds Green,0,2173,778,31587.19571
27057,Hounslow East,Bow Road,0,2173,1193,27923.84741
27058,Hounslow East,Brixton,5,2173,5084,23134.61044
27059,Hounslow East,Burnt Oak,0,2173,649,33924.80751
27060,Hounslow East,Caledonian Road,4,2173,1803,23658.39992
27061,Hounslow East,Camden Town,4,2173,6348,22221.56854
27062,Hounslow East,Canada Water,6,2173,20443,24836.34522
27063,Hounslow East,Canary Wharf,37,2173,58772,27438.2115
27064,Hounslow East,Canning Town,12,2173,15428,29982.4001
27065,Hounslow East,Cannon Street,5,2173,4698,22286.33076
27066,Hounslow East,Canons Park,0,2173,526,31499.6259
27067,Hounslow East,Chalk Farm,0,2173,1329,23215.34569
27068,Hounslow East,Chancery Lane,25,2173,15391,20857.76068
27069,Hounslow East,Charing Cross,1,2173,7016,19490.92213
27070,Hounslow East,Chiswick Park,10,2173,1517,8314.990421
27071,Hounslow East,Clapham South,0,2173,1513,24395.2505
27072,Hounslow East,Cockfosters,0,2173,262,38130.20999
27073,Hounslow East,Colindale,1,2173,2081,32618.38546
27074,Hounslow East,Covent Garden,23,2173,4355,19659.3364
27075,Hounslow East,Dagenham East,1,2173,649,42120.19871
27076,Hounslow East,Dagenham Heathway,0,2173,1108,40840.97092
27077,Hounslow East,Debden,1,2173,865,44789.45774
27078,Hounslow East,Dollis Hill,0,2173,847,23714.72616
27079,Hounslow East,Ealing Broadway,9,2173,4846,9631.965526
27080,Hounslow East,Ealing Common,5,2173,915,8066.668443
27081,Hounslow East,Earl's Court,120,2173,6613,13815.37471
27082,Hounslow East,East Finchley,3,2173,1253,28596.89676
27083,Hounslow East,East Ham,0,2173,2062,33696.02283
27084,Hounslow East,East Putney,2,2173,1877,18080.89204
27085,Hounslow East,Eastcote,2,2173,364,20400.9242
27086,Hounslow East,Edgware,0,2173,772,35442.93719
27087,Hounslow East,Edgware Road,11,2173,6868,18102.60084
27088,Hounslow East,Elephant & Castle,7,2173,6427,21573.63508
27089,Hounslow East,Elm Park,0,2173,269,44415.98706
27090,Hounslow East,Embankment,4,2173,10220,19831.25295
27091,Hounslow East,Euston,9,2173,16800,20847.96973
27092,Hounslow East,Euston Square,2,2173,8093,20584.22087
27093,Hounslow East,Farringdon,11,2173,25592,23481.69799
27094,Hounslow East,Finchley Central,2,2173,1921,30967.4533
27095,Hounslow East,Finchley Road,2,2173,3417,21023.67177
27096,Hounslow East,Finsbury Park,7,2173,6769,25713.15919
27097,Hounslow East,Fulham Broadway,13,2173,4200,15325.52577
27098,Hounslow East,Gants Hill,0,2173,601,38187.9105
27099,Hounslow East,Gloucester Road,19,2173,5194,14725.49592
27100,Hounslow East,Golders Green,2,2173,1871,27817.17564
27101,Hounslow East,Goldhawk Road,5,2173,370,12422.33389
27102,Hounslow East,Goodge Street,3,2173,6457,20524.21784
27103,Hounslow East,Great Portland Street,4,2173,6936,19964.26065
27104,Hounslow East,Green Park,41,2173,26754,18141.48761
27105,Hounslow East,Greenford,0,2173,1157,19340.97615
27106,Hounslow East,Hainault,1,2173,356,43723.63544
27107,Hounslow East,Hammersmith,231,2173,18250,11416.74455
27108,Hounslow East,Hampstead,1,2173,2010,25431.44973
27109,Hounslow East,Harrow-on-the-Hill,3,2173,3019,21187.55095
27110,Hounslow East,Hatton Cross,62,2173,1219,5028.241737
27111,Hounslow East,Heathrow Terminal 4,13,2173,693,6904.57443
27112,Hounslow East,Heathrow Terminal 5,30,2173,975,9896.271158
27113,Hounslow East,Heathrow Terminals 2 & 3,55,2173,2406,7440.992682
27114,Hounslow East,Hendon Central,3,2173,1878,30465.87208
27115,Hounslow East,High Barnet,0,2173,953,37220.45079
27116,Hounslow East,High Street Kensington,9,2173,5427,15116.23482
27117,Hounslow East,Highbury & Islington,2,2173,25385,24205.55256
27118,Hounslow East,Highgate,0,2173,856,26847.8761
27119,Hounslow East,Hillingdon,0,2173,318,25116.14141
