index,station_origin,station_destination,flows,population,jobs,distance
2909,Barbican,Clapham North,1,1239,1238,7697.632709
2910,Barbican,Clapham South,0,1239,1513,9592.708433
2911,Barbican,Cockfosters,0,1239,262,18825.41882
2912,Barbican,Colindale,0,1239,2081,14952.69379
2913,Barbican,Colliers Wood,0,1239,865,14095.88958
2914,Barbican,Covent Garden,2,1239,4355,4528.783973
2915,Barbican,Croxley,0,1239,340,32433.33009
2916,Barbican,Dagenham East,0,1239,649,20001.29587
2917,Barbican,Dagenham Heathway,0,1239,1108,18722.06808
2918,Barbican,Debden,0,1239,865,22542.15068
2919,Barbican,Dollis Hill,2,1239,847,12542.32742
2920,Barbican,Ealing Broadway,0,1239,4846,18309.05999
2921,Barbican,Ealing Common,0,1239,915,17929.18515
2922,Barbican,Earl's Court,4,1239,6613,10214.87308
2923,Barbican,East Acton,0,1239,1505,13700.14373
2924,Barbican,East Finchley,1,1239,1253,10931.20508
2925,Barbican,East Ham,3,1239,2062,11577.11999
2926,Barbican,East Putney,2,1239,1877,14480.39042
2927,Barbican,Eastcote,0,1239,364,24487.51423
2928,Barbican,Edgware,0,1239,772,17777.24552
2929,Barbican,Edgware Road,20,1239,6868,5840.007092
2930,Barbican,Elephant & Castle,2,1239,6427,3706.580218
2931,Barbican,Elm Park,1,1239,269,22297.08423
2932,Barbican,Embankment,2,1239,10220,4268.508348
2933,Barbican,Epping,1,1239,498,28489.74553
2934,Barbican,Euston,1,1239,16800,3182.278055
2935,Barbican,Euston Square,107,1239,8093,3358.387061
2936,Barbican,Fairlop,0,1239,182,20597.64482
2937,Barbican,Farringdon,64,1239,25592,460.9099437
2938,Barbican,Finchley Central,0,1239,1921,13301.76163
2939,Barbican,Finchley Road,14,1239,3417,8339.803972
2940,Barbican,Finsbury Park,5,1239,6769,6408.368019
2941,Barbican,Fulham Broadway,1,1239,4200,11725.02415
2942,Barbican,Gants Hill,0,1239,601,15940.60344
2943,Barbican,Gloucester Road,1,1239,5194,9304.751865
2944,Barbican,Golders Green,2,1239,1871,10151.48396
2945,Barbican,Goldhawk Road,2,1239,370,11520.27404
2946,Barbican,Grange Hill,0,1239,76,21248.95207
2947,Barbican,Great Portland Street,78,1239,6936,3978.347279
2948,Barbican,Green Park,18,1239,26754,5888.760179
2949,Barbican,Greenford,0,1239,1157,21161.27673
2950,Barbican,Gunnersbury,2,1239,4775,16227.33809
2951,Barbican,Hainault,0,1239,356,21476.32839
2952,Barbican,Hammersmith,25,1239,18250,12525.86338
2953,Barbican,Hampstead,2,1239,2010,7765.758056
2954,Barbican,Hanger Lane,0,1239,1493,17334.9564
2955,Barbican,Harlesden,0,1239,1668,12935.68952
2956,Barbican,Harrow & Wealdstone,0,1239,1335,21600.2796
2957,Barbican,Harrow-on-the-Hill,6,1239,3019,20062.17872
2958,Barbican,Hatton Cross,0,1239,1219,28970.84967
2959,Barbican,Heathrow Terminal 4,0,1239,693,30847.18236
2960,Barbican,Heathrow Terminal 5,0,1239,975,33838.87909
2961,Barbican,Heathrow Terminals 2 & 3,1,1239,2406,31383.60061
2962,Barbican,Hendon Central,0,1239,1878,12800.18041
2963,Barbican,High Barnet,0,1239,953,19554.75912
2964,Barbican,High Street Kensington,13,1239,5427,9791.690776
2965,Barbican,Highbury & Islington,2,1239,25385,4900.761391
2966,Barbican,Highgate,0,1239,856,9182.184424
2967,Barbican,Hillingdon,0,1239,318,29202.73144
2968,Barbican,Holborn,3,1239,22346,3895.843401
2969,Barbican,Holland Park,0,1239,2063,9530.778703
2970,Barbican,Holloway Road,3,1239,1696,4968.90619
2971,Barbican,Hornchurch,0,1239,451,23841.41144
2972,Barbican,Hounslow Central,1,1239,708,24688.29232
2973,Barbican,Hounslow East,0,1239,843,23942.60793
2974,Barbican,Hounslow West,0,1239,401,26167.37601
2975,Barbican,Hyde Park Corner,1,1239,2410,6668.649479
2976,Barbican,Ickenham,0,1239,282,28078.29424
2977,Barbican,Kennington,0,1239,1161,4546.148607
2978,Barbican,Kensal Green,0,1239,472,10439.20744
2979,Barbican,Kentish Town,0,1239,3404,5833.842508
2980,Barbican,Kew Gardens,0,1239,792,18007.61901
2981,Barbican,Kilburn,4,1239,1953,10111.1601
2982,Barbican,Kilburn Park,1,1239,823,9200.658402
2983,Barbican,King's Cross St. Pancras,69,1239,33330,2318.908381
2984,Barbican,Kingsbury,0,1239,1018,18522.94946
2985,Barbican,Knightsbridge,2,1239,6821,7252.603067
2986,Barbican,Ladbroke Grove,6,1239,2131,9341.279055
2987,Barbican,Lambeth North,0,1239,1319,4600.761328
2988,Barbican,Lancaster Gate,0,1239,1820,7334.572688
2989,Barbican,Latimer Road,3,1239,1109,10000.85959
2990,Barbican,Leicester Square,5,1239,8847,4894.315272
2991,Barbican,Leyton,1,1239,1447,9971.180011
2992,Barbican,Leytonstone,1,1239,1844,11635.02357
2993,Barbican,Liverpool Street,90,1239,61122,1141.375815
2994,Barbican,London Bridge,8,1239,29930,2370.846199
2995,Barbican,Loughton,0,1239,655,20490.03359
2996,Barbican,Maida Vale,3,1239,949,8348.876879
2997,Barbican,Manor House,4,1239,1311,7524.481646
2998,Barbican,Mansion House,0,1239,7815,2061.60925
2999,Barbican,Marble Arch,0,1239,6145,6115.970503
3000,Barbican,Marylebone,3,1239,4250,5343.46505
3001,Barbican,Mile End,10,1239,3759,5180.012411
3002,Barbican,Mill Hill East,0,1239,681,14823.96407
3003,Barbican,Moor Park,1,1239,550,29523.17944
3004,Barbican,Moorgate,14,1239,24574,707.2883662
3005,Barbican,Morden,1,1239,1447,16707.60403
3006,Barbican,Neasden,1,1239,732,13327.91043
3007,Barbican,Newbury Park,0,1239,559,18298.36056
3008,Barbican,North Acton,0,1239,3168,14880.66305
3009,Barbican,North Ealing,0,1239,332,18853.5936
3010,Barbican,North Greenwich,2,1239,6276,8701.323546
3011,Barbican,North Harrow,0,1239,190,22041.80744
3012,Barbican,North Wembley,0,1239,365,17496.8932
3013,Barbican,Northfields,0,1239,864,19483.44682
3014,Barbican,Northolt,0,1239,663,22979.743
3015,Barbican,Northwick Park,5,1239,1713,18759.04686
3016,Barbican,Northwood,0,1239,1018,27304.88033
3017,Barbican,Northwood Hills,0,1239,488,25718.21145
3018,Barbican,Notting Hill Gate,2,1239,5490,8831.045241
3019,Barbican,Oakwood,0,1239,423,17481.44048
3020,Barbican,Old Street,1,1239,15897,1560.808085
3021,Barbican,Osterley,0,1239,521,22975.11326
3022,Barbican,Oval,1,1239,2544,5461.306292
3023,Barbican,Oxford Circus,13,1239,44368,4878.193703
3024,Barbican,Paddington,63,1239,20198,6628.638369
3025,Barbican,Park Royal,1,1239,1552,19953.25205
3026,Barbican,Parsons Green,1,1239,2711,12427.36248
3027,Barbican,Perivale,0,1239,532,19564.84161
3028,Barbican,Piccadilly Circus,9,1239,13641,5180.647608
3029,Barbican,Pimlico,4,1239,5585,7615.365385
3030,Barbican,Pinner,0,1239,292,23559.56286
3031,Barbican,Plaistow,6,1239,1049,8955.795523
3032,Barbican,Preston Road,1,1239,411,17025.91307
3033,Barbican,Putney Bridge,2,1239,2494,13421.82483
3034,Barbican,Queen's Park,3,1239,2167,9054.581777
3035,Barbican,Queensbury,0,1239,439,19768.94469
3036,Barbican,Queensway,0,1239,1882,8192.72231
3037,Barbican,Ravenscourt Park,0,1239,1895,13365.9663
3038,Barbican,Rayners Lane,0,1239,426,22668.15985
3039,Barbican,Redbridge,0,1239,198,14482.85968
3040,Barbican,Richmond,0,1239,5397,20175.78228
3041,Barbican,Rickmansworth,0,1239,937,32920.3989
3042,Barbican,Roding Valley,0,1239,84,17713.37997
3043,Barbican,Royal Oak,3,1239,856,7565.934882
3044,Barbican,Ruislip,0,1239,257,26292.63926
3045,Barbican,Ruislip Gardens,0,1239,167,26189.61924
3046,Barbican,Ruislip Manor,0,1239,408,25613.75328
3047,Barbican,Russell Square,2,1239,5172,3189.409086
3048,Barbican,Seven Sisters,5,1239,10191,9814.256409
3049,Barbican,Shepherd's Bush,0,1239,9890,10442.45812
3050,Barbican,Shepherd's Bush Market,4,1239,416,11080.98462
3051,Barbican,Sloane Square,4,1239,8229,7381.246247
3052,Barbican,Snaresbrook,1,1239,512,13293.17419
3053,Barbican,South Ealing,0,1239,670,19030.50153
3054,Barbican,South Harrow,0,1239,387,24473.71655
3055,Barbican,South Kensington,14,1239,15325,8553.418386
3056,Barbican,South Kenton,0,1239,261,18432.63837
3057,Barbican,South Ruislip,0,1239,289,25303.73352
3058,Barbican,South Wimbledon,0,1239,1361,15174.35772
3059,Barbican,South Woodford,0,1239,766,14608.99493
3060,Barbican,Southfields,0,1239,1351,16111.27851
3061,Barbican,Southgate,1,1239,874,15615.79562
3062,Barbican,Southwark,0,1239,10326,3469.195284
3063,Barbican,St. James's Park,13,1239,13339,5438.181638
3064,Barbican,St. John's Wood,3,1239,3982,6944.096817
3065,Barbican,St. Paul's,0,1239,13446,2333.642669
3066,Barbican,Stamford Brook,0,1239,784,14075.25585
3067,Barbican,Stanmore,0,1239,983,22881.92151
3068,Barbican,Stepney Green,18,1239,1879,4150.740034
3069,Barbican,Stockwell,0,1239,1623,6745.33083
3070,Barbican,Stonebridge Park,0,1239,729,14430.63829
3071,Barbican,Stratford,23,1239,55954,7839.837085
3072,Barbican,Sudbury Hill,0,1239,277,25153.06416
3073,Barbican,Sudbury Town,0,1239,218,23536.00754
3074,Barbican,Swiss Cottage,3,1239,2598,7914.03711
3075,Barbican,Temple,2,1239,6780,3473.914345
3076,Barbican,Theydon Bois,0,1239,98,25864.26184
3077,Barbican,Tooting Bec,0,1239,1239,11740.50846
3078,Barbican,Tooting Broadway,2,1239,4506,12815.4699
3079,Barbican,Tottenham Court Road,0,1239,19126,4692.905059
3080,Barbican,Tottenham Hale,0,1239,3239,10967.79558
3081,Barbican,Totteridge & Whetstone,0,1239,287,16962.12862
3082,Barbican,Tower Hill,16,1239,8286,2323.848271
3083,Barbican,Tufnell Park,0,1239,557,6598.443516
3084,Barbican,Turnham Green,0,1239,1515,14680.0201
3085,Barbican,Turnpike Lane,0,1239,992,9846.141004
3086,Barbican,Upminster,0,1239,1132,26379.12355
3087,Barbican,Upminster Bridge,0,1239,568,25068.34092
3088,Barbican,Upney,1,1239,485,15366.7104
3089,Barbican,Upton Park,5,1239,1642,10276.87417
3090,Barbican,Uxbridge,4,1239,4316,31347.12656
3091,Barbican,Vauxhall,6,1239,16242,8252.18654
3092,Barbican,Victoria,33,1239,33251,6215.487234
3093,Barbican,Walthamstow Central,2,1239,5271,11523.53487
3094,Barbican,Wanstead,0,1239,419,13302.47412
3095,Barbican,Warren Street,0,1239,17309,3728.479257
3096,Barbican,Warwick Avenue,0,1239,1174,7561.264309
3097,Barbican,Waterloo,5,1239,23466,4027.072271
3098,Barbican,Watford,0,1239,961,34488.20862
3099,Barbican,Wembley Central,0,1239,1327,16148.73676
3100,Barbican,Wembley Park,9,1239,5759,15606.1779
3101,Barbican,West Acton,0,1239,488,16692.15782
3102,Barbican,West Brompton,1,1239,5859,10782.26227
3103,Barbican,West Finchley,0,1239,91,14538.55258
3104,Barbican,West Ham,4,1239,5487,8025.960029
3105,Barbican,West Hampstead,2,1239,5856,9095.538497
3106,Barbican,West Harrow,0,1239,122,21304.04741
3107,Barbican,West Kensington,0,1239,1345,11158.93837
3108,Barbican,West Ruislip,0,1239,194,28314.01244
3109,Barbican,Westbourne Park,5,1239,1347,8535.339128
3110,Barbican,Westminster,7,1239,15466,4877.432298
3111,Barbican,White City,0,1239,5966,11742.95922
3112,Barbican,Whitechapel,66,1239,17633,3070.57585
3113,Barbican,Willesden Green,1,1239,830,11296.21803
3114,Barbican,Willesden Junction,0,1239,4165,11791.45633
3115,Barbican,Wimbledon,1,1239,6295,19126.84055
3116,Barbican,Wimbledon Park,0,1239,596,17470.92828
3117,Barbican,Wood Green,3,1239,2146,10776.96663
3118,Barbican,Wood Lane,12,1239,1578,10554.72167
3119,Barbican,Woodford,0,1239,706,16320.94984
3120,Barbican,Woodside Park,1,1239,745,15485.02692
3121,Barking,Acton Central,0,8200,750,28856.33687
3122,Barking,Acton Town,4,8200,2202,29078.27214
3123,Barking,Aldgate,0,8200,7782,13328.59392
3124,Barking,Aldgate East,70,8200,7932,11892.17314
3125,Barking,Alperton,1,8200,741,34051.36009
3126,Barking,Amersham,0,8200,256,56578.53265
3127,Barking,Angel,32,8200,8103,15666.30103
3128,Barking,Archway,0,8200,2193,21591.39455
3129,Barking,Arnos Grove,1,8200,748,23669.46366
3130,Barking,Arsenal,3,8200,315,17213.93734
3131,Barking,Baker Street,41,8200,14973,18804.58164
3132,Barking,Balham,5,8200,3814,22852.36277
3133,Barking,Bank and Monument,75,8200,78549,13571.13757
3134,Barking,Barbican,112,8200,9134,13999.41492
3135,Barking,Barkingside,0,8200,262,19236.0423
3136,Barking,Barons Court,6,8200,2956,23807.74112
3137,Barking,Bayswater,0,8200,615,22455.56106
3138,Barking,Becontree,106,8200,456,3294.452386
3139,Barking,Belsize Park,1,8200,2255,20587.16987
3140,Barking,Bermondsey,11,8200,3172,14117.50989
3141,Barking,Bethnal Green,89,8200,4660,10811.82431
3142,Barking,Blackfriars,104,8200,10849,14808.89328
3143,Barking,Blackhorse Road,331,8200,2955,10467.55135
3144,Barking,Bond Street,40,8200,20967,18307.00184
3145,Barking,Borough,3,8200,3254,14972.4598
3146,Barking,Boston Manor,2,8200,892,32590.00879
3147,Barking,Bounds Green,1,8200,778,22315.22117
3148,Barking,Bow Road,85,8200,1193,8194.470343
3149,Barking,Brent Cross,1,8200,450,25665.98799
3150,Barking,Brixton,15,8200,5084,20419.08811
3151,Barking,Bromley-by-Bow,117,8200,1613,7185.700433
3152,Barking,Brondesbury,1,8200,712,23078.13833
3153,Barking,Brondesbury Park,2,8200,895,23820.327
3154,Barking,Bruce Grove,0,8200,350,14367.5663
3155,Barking,Buckhurst Hill,2,8200,228,18461.68651
3156,Barking,Burnt Oak,1,8200,649,30258.53076
3157,Barking,Bush Hill Park,0,8200,176,19891.37167
3158,Barking,Caledonian Road,4,8200,1803,18353.02367
3159,Barking,Caledonian Road & Barnsbury,1,8200,1668,15864.49799
3160,Barking,Camden Road,11,8200,3784,17629.07628
3161,Barking,Camden Town,10,8200,6348,18555.29178
3162,Barking,Canada Water,16,8200,20443,13127.99297
3163,Barking,Canary Wharf,36,8200,58772,10526.12669
3164,Barking,Canning Town,31,8200,15428,7668.535636
3165,Barking,Cannon Street,49,8200,4698,13900.45028
3166,Barking,Canons Park,0,8200,526,34670.5191
3167,Barking,Carpenders Park,0,8200,340,41040.10088
3168,Barking,Chalk Farm,3,8200,1329,19549.06893
3169,Barking,Chancery Lane,91,8200,15391,15515.8136
3170,Barking,Charing Cross,2,8200,7016,16695.85891
3171,Barking,Cheshunt,0,8200,116,27531.24018
3172,Barking,Chigwell,2,8200,148,19709.16666
3173,Barking,Chingford,2,8200,237,18833.33167
3174,Barking,Chiswick Park,4,8200,1517,27806.1029
3175,Barking,Clapham Common,5,8200,2020,20427.40994
3176,Barking,Clapham North,3,8200,1238,19784.65245
3177,Barking,Clapham South,2,8200,1513,21679.72817
3178,Barking,Clapton,2,8200,427,15042.24271
3179,Barking,Cockfosters,0,8200,262,28858.23545
3180,Barking,Colindale,8,8200,2081,28952.10871
3181,Barking,Colliers Wood,2,8200,865,26182.90932
3182,Barking,Covent Garden,3,8200,4355,16714.23789
3183,Barking,Crouch Hill,85,8200,404,16124.03417
3184,Barking,Croxley,0,8200,340,45641.59716
3185,Barking,Dagenham East,174,8200,649,6001.880952
3186,Barking,Dagenham Heathway,250,8200,1108,4722.653163
3187,Barking,Dalston Kingsland,0,8200,2091,12888.60986
3188,Barking,Debden,3,8200,865,22349.278
3189,Barking,Dollis Hill,1,8200,847,25675.69601
3190,Barking,Ealing Broadway,27,8200,4846,31183.52757
3191,Barking,Ealing Common,1,8200,915,30104.89497
3192,Barking,Earl's Court,26,8200,6613,22302.94305
3193,Barking,East Acton,5,8200,1505,26574.61131
3194,Barking,East Finchley,2,8200,1253,24930.62
3195,Barking,East Ham,206,8200,2062,2422.294927
3196,Barking,East Putney,8,8200,1877,26568.46039
3197,Barking,Eastcote,0,8200,364,37695.78129
3198,Barking,Edgware,1,8200,772,31776.66044
3199,Barking,Edgware Road,29,8200,6868,19839.42201
3200,Barking,Edmonton Green,1,8200,783,17979.36622
3201,Barking,Elephant & Castle,21,8200,6427,15793.59996
3202,Barking,Elm Park,52,8200,269,8297.669308
3203,Barking,Embankment,89,8200,10220,16355.52809
3204,Barking,Enfield Town,2,8200,749,21298.23769
3205,Barking,Epping,2,8200,498,28296.87285
3206,Barking,Euston,14,8200,16800,17181.69297
3207,Barking,Euston Square,110,8200,8093,17357.80198
3208,Barking,Fairlop,0,8200,182,20404.77214
3209,Barking,Farringdon,216,8200,25592,14460.32486
3210,Barking,Finchley Central,4,8200,1921,27301.17655
3211,Barking,Finchley Road,1,8200,3417,22339.21889
3212,Barking,Finchley Road & Frognal,4,8200,1529,21598.24956
3213,Barking,Finsbury Park,0,8200,6769,16441.18464
3214,Barking,Fulham Broadway,13,8200,4200,23813.09412
3215,Barking,Gants Hill,1,8200,601,15747.73076
3216,Barking,Gloucester Road,25,8200,5194,21392.82184
3217,Barking,Golders Green,3,8200,1871,24150.89888
3218,Barking,Goldhawk Road,1,8200,370,25519.68896
3219,Barking,Goodge Street,8,8200,6457,17522.83134
3220,Barking,Gospel Oak,50,8200,2025,19239.15581
3221,Barking,Grange Hill,0,8200,76,21056.07939
3222,Barking,Great Portland Street,68,8200,6936,17977.7622
3223,Barking,Green Park,11,8200,26754,18045.29343
3224,Barking,Greenford,3,8200,1157,34035.74431
3225,Barking,Gunnersbury,14,8200,4775,28403.04792
3226,Barking,Hackney Central,0,8200,2440,11598.85362
3227,Barking,Hackney Downs,0,8200,835,13549.1256
3228,Barking,Hainault,1,8200,356,21283.45571
3229,Barking,Hammersmith,37,8200,18250,24701.5732
3230,Barking,Hampstead,1,8200,2010,21765.17298
3231,Barking,Hampstead Heath,14,8200,2792,20177.71642
3232,Barking,Hanger Lane,3,8200,1493,30209.42397
3233,Barking,Harlesden,1,8200,1668,26935.10444
3234,Barking,Harringay Green Lanes,155,8200,544,14617.45637
3235,Barking,Harrow & Wealdstone,1,8200,1335,35599.69452
3236,Barking,Harrow-on-the-Hill,2,8200,3019,33270.44579
3237,Barking,Hatton Cross,1,8200,1219,41146.55949
3238,Barking,Heathrow Terminal 4,0,8200,693,43022.89219
3239,Barking,Heathrow Terminal 5,1,8200,975,46014.58891
3240,Barking,Heathrow Terminals 2 & 3,3,8200,2406,43559.31044
3241,Barking,Hendon Central,13,8200,1878,26799.59533
3242,Barking,High Barnet,2,8200,953,33554.17404
3243,Barking,High Street Kensington,15,8200,5427,22397.94062
3244,Barking,Highams Park,3,8200,390,15973.45041
3245,Barking,Highbury & Islington,0,8200,25385,15050.89797
3246,Barking,Highgate,0,8200,856,23181.59934
3247,Barking,Holborn,97,8200,22346,16081.29732
3248,Barking,Holland Park,6,8200,2063,22405.24628
3249,Barking,Holloway Road,9,8200,1696,17880.64647
3250,Barking,Homerton,0,8200,1998,10563.23807
3251,Barking,Hornchurch,76,8200,451,9841.99652
3252,Barking,Hounslow Central,2,8200,708,36864.00214
3253,Barking,Hounslow East,3,8200,843,36118.31776
3254,Barking,Hounslow West,1,8200,401,38343.08583
3255,Barking,Hyde Park Corner,6,8200,2410,18825.18273
3256,Barking,Imperial Wharf,0,8200,2049,24447.52654
3257,Barking,Kennington,3,8200,1161,16633.16835
3258,Barking,Kensal Green,0,8200,472,24438.62236
3259,Barking,Kensal Rise,2,8200,1376,24822.86243
3260,Barking,Kensington,0,8200,2252,23849.63423
3261,Barking,Kentish Town,1,8200,3404,19833.25743
3262,Barking,Kentish Town West,0,8200,1128,18527.32123
3263,Barking,Kew Gardens,1,8200,792,30183.32884
3264,Barking,Kilburn,1,8200,1953,23244.5287
3265,Barking,Kilburn Park,2,8200,823,23200.07332
3266,Barking,King's Cross St. Pancras,146,8200,33330,16318.3233
3267,Barking,Kingsbury,0,8200,1018,31731.21652
3268,Barking,Knightsbridge,26,8200,6821,19409.13632
3269,Barking,Ladbroke Grove,7,8200,2131,23340.69397
3270,Barking,Lambeth North,2,8200,1319,16687.78107
3271,Barking,Lancaster Gate,9,8200,1820,20209.04026
3272,Barking,Latimer Road,2,8200,1109,24000.27451
3273,Barking,Leicester Square,13,8200,8847,17079.76919
3274,Barking,Leyton,9,8200,1447,9778.307332
3275,Barking,Leyton Midland Road,183,8200,445,7262.830269
3276,Barking,Leytonstone,6,8200,1844,11442.15089
3277,Barking,Leytonstone High Road,80,8200,314,6048.733262
3278,Barking,Liverpool Street,197,8200,61122,12858.0391
3279,Barking,London Bridge,24,8200,29930,14457.86594
3280,Barking,Loughton,4,8200,655,20297.16091
3281,Barking,Maida Vale,2,8200,949,22348.2918
3282,Barking,Manor House,0,8200,1311,17557.29827
3283,Barking,Mansion House,50,8200,7815,14148.62899
3284,Barking,Marble Arch,42,8200,6145,18990.43808
3285,Barking,Marylebone,9,8200,4250,19342.87997
3286,Barking,Mile End,87,8200,3759,8819.402509
3287,Barking,Mill Hill East,1,8200,681,28823.37899
3288,Barking,Moorgate,86,8200,24574,13292.12655
3289,Barking,Morden,3,8200,1447,28794.62377
3290,Barking,Mornington Crescent,4,8200,2927,17965.08157
3291,Barking,Neasden,0,8200,732,26461.27903
3292,Barking,Newbury Park,0,8200,559,18105.48788
3293,Barking,North Acton,14,8200,3168,27755.13063
3294,Barking,North Greenwich,21,8200,6276,9468.478414
3295,Barking,North Harrow,0,8200,190,35250.07451
3296,Barking,North Wembley,0,8200,365,31496.30812
3297,Barking,Northfields,0,8200,864,31659.15665
3298,Barking,Northolt,1,8200,663,35854.21057
3299,Barking,Northwick Park,3,8200,1713,31967.31393
3300,Barking,Northwood,0,8200,1018,40513.1474
3301,Barking,Northwood Hills,0,8200,488,38926.47851
3302,Barking,Notting Hill Gate,18,8200,5490,21705.51282
3303,Barking,Oakwood,1,8200,423,27514.2571
3304,Barking,Old Street,43,8200,15897,14145.64627
3305,Barking,Osterley,1,8200,521,35150.82308
3306,Barking,Oval,9,8200,2544,17548.32603
3307,Barking,Oxford Circus,110,8200,44368,17752.66128
3308,Barking,Paddington,59,8200,20198,20628.05329
3309,Barking,Park Royal,1,8200,1552,32128.96188
3310,Barking,Parsons Green,7,8200,2711,24515.43245
3311,Barking,Perivale,2,8200,532,32439.30919
3312,Barking,Piccadilly Circus,23,8200,13641,17267.66735
3313,Barking,Pimlico,6,8200,5585,19702.38512
3314,Barking,Pinner,0,8200,292,36767.82992
3315,Barking,Plaistow,123,8200,1049,5043.619397
3316,Barking,Preston Road,0,8200,411,30234.18013
3317,Barking,Putney Bridge,10,8200,2494,25509.8948
3318,Barking,Queen's Park,1,8200,2167,23053.9967
3319,Barking,Queensbury,0,8200,439,32977.21176
3320,Barking,Queensway,18,8200,1882,21067.18989
3321,Barking,Ravenscourt Park,2,8200,1895,25541.67612
3322,Barking,Rayners Lane,0,8200,426,35876.42691
3323,Barking,Rectory Road,0,8200,219,14750.14797
3324,Barking,Redbridge,1,8200,198,14289.987
3325,Barking,Regent's Park,2,8200,3364,18730.71191
3326,Barking,Richmond,26,8200,5397,32351.4921
3327,Barking,Roding Valley,1,8200,84,17520.50729
3328,Barking,Royal Oak,2,8200,856,21565.3498
3329,Barking,Russell Square,13,8200,5172,16787.73163
3330,Barking,Seven Sisters,0,8200,10191,13035.29625
3331,Barking,Shepherd's Bush,25,8200,9890,23316.9257
3332,Barking,Shepherd's Bush Market,2,8200,416,25080.39954
3333,Barking,Silver Street,3,8200,953,16780.91155
3334,Barking,Sloane Square,59,8200,8229,19468.26599
3335,Barking,Snaresbrook,2,8200,512,13100.30151
3336,Barking,South Acton,0,8200,975,29419.8873
3337,Barking,South Ealing,1,8200,670,31206.21136
3338,Barking,South Kensington,61,8200,15325,20641.48836
3339,Barking,South Ruislip,0,8200,289,38178.20109
3340,Barking,South Tottenham,207,8200,552,12758.69128
3341,Barking,South Wimbledon,0,8200,1361,27261.37746
3342,Barking,South Woodford,7,8200,766,14416.12225
3343,Barking,Southbury,1,8200,538,20949.91568
3344,Barking,Southfields,2,8200,1351,28199.34848
3345,Barking,Southgate,2,8200,874,25648.61225
3346,Barking,Southwark,13,8200,10326,15556.21502
3347,Barking,St. James's Park,103,8200,13339,17525.20138
3348,Barking,St. John's Wood,3,8200,3982,20943.51174
3349,Barking,St. Paul's,61,8200,13446,14420.66241
3350,Barking,Stamford Brook,2,8200,784,26250.96567
3351,Barking,Stamford Hill,0,8200,352,14160.37966
3352,Barking,Stanmore,1,8200,983,36090.18858
3353,Barking,Stepney Green,59,8200,1879,9848.674886
3354,Barking,Stockwell,2,8200,1623,18832.35057
3355,Barking,Stoke Newington,0,8200,479,15371.84974
3356,Barking,Stonebridge Park,1,8200,729,28430.05321
3357,Barking,Stratford,89,8200,55954,7646.964406
3358,Barking,Swiss Cottage,2,8200,2598,21913.45203
3359,Barking,Temple,61,8200,6780,15560.93408
3360,Barking,Theobalds Grove,0,8200,182,25991.33456
3361,Barking,Theydon Bois,0,8200,98,25671.38916
3362,Barking,Tooting Bec,3,8200,1239,23827.52819
3363,Barking,Tooting Broadway,7,8200,4506,24902.48964
3364,Barking,Tottenham Court Road,96,8200,19126,16878.35897
3365,Barking,Tottenham Hale,0,8200,3239,11881.75709
3366,Barking,Totteridge & Whetstone,3,8200,287,30961.54354
3367,Barking,Tower Hill,13,8200,8286,12731.40712
3368,Barking,Tufnell Park,0,8200,557,20597.85844
3369,Barking,Turkey Street,0,8200,458,23651.4924
3370,Barking,Turnham Green,3,8200,1515,26855.72992
3371,Barking,Turnpike Lane,1,8200,992,19878.95763
3372,Barking,Upminster,14,8200,1132,12379.70863
3373,Barking,Upminster Bridge,70,8200,568,11068.926
3374,Barking,Upney,116,8200,485,1367.295482
3375,Barking,Upper Holloway,155,8200,898,17338.93051
3376,Barking,Upton Park,218,8200,1642,3722.540754
3377,Barking,Uxbridge,3,8200,4316,44555.39363
3378,Barking,Vauxhall,29,8200,16242,20339.20628
3379,Barking,Victoria,54,8200,33251,18302.50697
3380,Barking,Walthamstow Queens Road,614,8200,1267,9044.81432
3381,Barking,Wanstead,1,8200,419,13109.60144
3382,Barking,Wanstead Park,82,8200,416,4129.428455
3383,Barking,Warren Street,5,8200,17309,17727.89418
3384,Barking,Warwick Avenue,2,8200,1174,21560.67923
3385,Barking,Waterloo,48,8200,23466,16114.09201
3386,Barking,Watford,0,8200,961,47696.47568
3387,Barking,Watford High Street,0,8200,790,44317.32961
3388,Barking,Wembley Central,1,8200,1327,30148.15168
3389,Barking,Wembley Park,8,8200,5759,28814.44496
3390,Barking,West Acton,1,8200,488,29566.6254
3391,Barking,West Brompton,29,8200,5859,22870.33224
3392,Barking,West Finchley,0,8200,91,28537.9675
3393,Barking,West Ham,75,8200,5487,5973.454891
3394,Barking,West Hampstead,6,8200,5856,22228.90709
3395,Barking,West Harrow,0,8200,122,34512.31448
3396,Barking,West Kensington,7,8200,1345,23247.00834
3397,Barking,West Ruislip,0,8200,194,41188.48001
3398,Barking,Westbourne Park,8,8200,1347,22534.75405
3399,Barking,Westminster,71,8200,15466,16964.45204
3400,Barking,White City,21,8200,5966,24617.42679
3401,Barking,White Hart Lane,0,8200,641,15580.99019
3402,Barking,Whitechapel,526,8200,17633,10928.83907
3403,Barking,Willesden Green,0,8200,830,24429.58663
3404,Barking,Willesden Junction,5,8200,4165,25790.87124
3405,Barking,Wimbledon,26,8200,6295,31214.91052
3406,Barking,Wimbledon Park,1,8200,596,29558.99825
3407,Barking,Wood Green,3,8200,2146,20809.78325
